"trt" "pref" "day" "dieta" "dietb"
"202" "axenic 100g_axenic 100" 0.181818181818182 2019-01-27 18 81
"213" "axenic 100g_axenic 100" 0.181818181818182 2019-01-27 8 36
"222" "axenic 100g_axenic 100" 0.329286798179059 2019-01-27 217 442
"232" "axenic 100g_axenic 100" 0.258064516129032 2019-01-27 32 92
"242" "axenic 100g_axenic 100" 0.496402877697842 2019-01-27 69 70
"252" "axenic 100g_axenic 100" 0.822784810126582 2019-01-27 130 28
"262" "axenic 100g_axenic 100" 0.77979274611399 2019-01-27 301 85
"272" "axenic 100g_axenic 100" 0.64 2019-01-27 16 9
"282" "axenic 100g_axenic 100" 0.78 2019-01-27 78 22
"292" "axenic 100g_axenic 100" 0 2019-01-27 0 19
"302" "axenic 100g_axenic 100" 0.0357142857142857 2019-01-27 4 108
"34" "axenic 100g_axenic 100" 0.524590163934426 2019-01-29 64 58
"35" "axenic 100g_axenic 100" 0.25130890052356 2019-01-29 48 143
"36" "axenic 100g_axenic 100" 0.0482456140350877 2019-01-29 44 868
"38" "axenic 100g_axenic 100" 0.777777777777778 2019-01-29 7 2
"39" "axenic 100g_axenic 100" 0.385026737967914 2019-01-29 144 230
"411" "axenic 100g_axenic 100" 0.113636363636364 2019-01-29 45 351
"42" "axenic 100g_axenic 100" 0.159722222222222 2019-01-29 46 242
"43" "axenic 100g_axenic 100" 0.473333333333333 2019-01-29 142 158
"44" "axenic 100g_axenic 100" 0.567474048442907 2019-01-29 164 125
"45" "axenic 100g_axenic 100" 0.48125 2019-01-29 77 83
"46" "axenic 100g_axenic 100" 0 2019-01-29 0 41
"48" "axenic 100g_axenic 100" 0.58495145631068 2019-01-29 241 171
"49" "axenic 100g_axenic 100" 0.209302325581395 2019-01-29 180 680
"50" "axenic 100g_axenic 100" 0.0677966101694915 2019-01-29 4 55
"511" "axenic 100g_axenic 100" 0.121951219512195 2019-01-28 35 252
"52" "axenic 100g_axenic 100" 0.4 2019-01-28 2 3
"53" "axenic 100g_axenic 100" 0.163434903047091 2019-01-28 59 302
"54" "axenic 100g_axenic 100" 0.00390625 2019-01-28 1 255
"55" "axenic 100g_axenic 100" 0.370725034199726 2019-01-28 271 460
"56" "axenic 100g_axenic 100" 0.758620689655172 2019-01-28 44 14
"57" "axenic 100g_axenic 100" 0.191881918819188 2019-01-28 52 219
"58" "axenic 100g_axenic 100" 0.329181494661922 2019-01-28 185 377
"59" "axenic 100g_axenic 100" 0.723981900452489 2019-01-28 160 61
"60" "axenic 100g_axenic 100" 0.394062078272605 2019-01-28 292 449
